Fecha;Santander;BBVA;CaixaBank;Sabadell;Unicaja;Bankinter
2022-12-20 00:00:00;2,543720484;4,66652298;2,901472092;0,75287652;0,823881149;5,28111887
2022-12-21 00:00:00;2,576280117;4,775690079;2,928761244;0,760420382;0,844665229;5,301250935
2022-12-22 00:00:00;2,541007519;4,737061977;2,926353216;0,756061673;0,84632796;5,319705486
2022-12-23 00:00:00;2,527893305;4,75805521;2,941602945;0,763773203;0,867943406;5,372164726
2022-12-27 00:00:00;2,545981646;4,743780136;2,92715621;0,763270319;0,867112041;5,33476305
2022-12-28 00:00:00;2,530606508;4,748818874;2,931971788;0,760870636;0,882076561;5,344964027
2022-12-29 00:00:00;2,548695326;4,78828764;2,935984612;0,764298856;0,879582524;5,377264977
2022-12-30 00:00:00;2,534676552;4,731183529;2,947221279;0,754871488;0,857135713;5,327964306
2023-01-02 00:00:00;2,577184677;4,855467319;2,975313187;0,776811421;0,877919793;5,431666374
2023-01-03 00:00:00;2,583967924;4,928526402;3,080456495;0,78675288;0,900366545;5,540469646
2023-01-04 00:00:00;2,679837942;5,12250948;3,098916531;0,805950403;0,934452355;5,657773495
2023-01-05 00:00:00;2,689786911;5,167856216;3,120587587;0,817948759;0,964381516;5,708775043
2023-01-06 00:00:00;2,755358219;5,214883327;3,118982077;0,841431439;1,003455758;5,771677017
2023-01-09 00:00:00;2,730938435;5,271146297;3,077245951;0,839031696;0,986828506;5,730875969
2023-01-10 00:00:00;2,74586153;5,298858166;3,11978507;0,852058589;1,009275198;5,817578793
2023-01-11 00:00:00;2,726416111;5,267787457;3,0627985;0,837831914;0,988491118;5,671373367
2023-01-12 00:00:00;2,788369894;5,308095932;3,108547926;0,846573532;1,000961661;5,64587307
2023-01-13 00:00:00;2,836757183;5,342525482;3,138244867;0,846402228;1,030890703;5,678174019
2023-01-16 00:00:00;2,802841187;5,372756958;3,090087891;0,831489861;1,010106564;5,564270496
2023-01-17 00:00:00;2,810528755;5,387032986;3,08366704;0,827033281;1,005949736;5,508170128
2023-01-18 00:00:00;2,83494854;5,410545826;3,144666195;0,828918755;0,997636199;5,508170128
2023-01-19 00:00:00;2,756262302;5,298858166;3,098916531;0,822062492;0,977683365;5,348363876
2023-01-20 00:00:00;2,801032066;5,34672451;3,177573442;0,831318438;0,991816521;5,477567196
2023-01-23 00:00:00;2,799675465;5,416424751;3,180783987;0,839717388;0,990985274;5,448667049
2023-01-24 00:00:00;2,807363033;5,400469303;3,190415144;0,846402228;0,997636199;5,443566799
2023-01-25 00:00:00;2,797866583;5,283742905;3,159113169;0,854115427;0,993479311;5,404465199
2023-01-26 00:00:00;2,888762474;5,388712406;3,203257084;0,947874367;1,028396606;5,518369675
2023-01-27 00:00:00;2,868412733;5,402988434;3,240178108;0,997582197;1,045023799;5,52176857
2023-01-30 00:00:00;2,889666557;5,407186985;3,240980625;0,992011487;1,035047531;5,525169373
2023-01-31 00:00:00;2,896902084;5,427340984;3,264256239;1,026292801;0,936946571;5,62717247
2023-02-01 00:00:00;2,938053846;5,682627201;3,2722826;1,040862203;0,947754323;5,657773495
